,term,weight,occurrences,documents_in,sentences_in
1629,complacency,0.0001879320448399912,1,doc5.txt,"They are the soul-trying times our forbearers spoke of, when the ease of complacency and self-interest must give way to the more difficult task of rendering judgment on what is best for the nation and for posterity, and then acting on that judgment ?"
1630,complacency self,0.0001879320448399912,1,,
1631,complaint,0.0005107898421142876,1,doc2.txt,They work hard and give back and keep going without complaint.
1632,composed,0.0002326250066627589,1,doc5.txt,standing up an army composed mainly of Shiites and Kurds will only cause the Sunnis to feel more threatened and fight even harder.
1633,composed mainly,0.0002326250066627589,1,doc5.txt,standing up an army composed mainly of Shiites and Kurds will only cause the Sunnis to feel more threatened and fight even harder.
1634,compromise,0.0004862403877121294,2,"doc5.txt, doc1.txt","We cannot compromise the safety of our troops, and we should be willing to adjust to realities on the ground. 
        
        It was here we learned to disagree without being disagreeable - that it's possible to compromise so long as you know those principles that can never be compromised; and that so long as we're willing to listen to each other, we can assume the best in people instead of the worst."
1635,compromise long,0.00020052259088153079,1,,
1636,compromise safety,0.0003149467794397351,1,,
1637,compromised,0.00020052259088153079,1,doc1.txt,"It was here we learned to disagree without being disagreeable - that it's possible to compromise so long as you know those principles that can never be compromised; and that so long as we're willing to listen to each other, we can assume the best in people instead of the worst."
1638,compromised long,0.00020052259088153079,1,,
1639,computers,0.0004543551092233029,2,"doc1.txt, doc3.txt","I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill. 
        
        I've had enough of our kids going to schools where the rats outnumber the computers."
1640,computers schools,0.00014717041548000236,1,,
1641,concedes,0.0003321874419092974,1,doc4.txt,"And, as Frederick Douglass once stated: ""Power concedes nothing without a demand."
1642,concedes demand,0.0003321874419092974,1,,
1643,conceivable,0.00026580387579478744,1,doc5.txt,"In such a scenario, it is conceivable that a significantly reduced U.S. force might remain in Iraq for a more extended period of time."
1644,conceivable significantly,0.00026580387579478744,1,,
1645,conceived,0.00033828456770866643,2,"doc5.txt, doc1.txt","Today, the Iraqi landscape is littered with ill-conceived, half-finished projects that have done almost nothing to help the Iraqi people or stabilize the country. 
        
        For the last six years we've been told that our mounting debts don't matter, we've been told that the anxiety Americans feel about rising health care costs and stagnant wages are an illusion, we've been told that climate change is a hoax, and that tough talk and an ill-conceived war can replace diplomacy, and strategy, and foresight."
1646,conceived half,0.0002213936596401333,1,,
1647,conceived war,0.00013722593986837967,1,doc1.txt,"For the last six years we've been told that our mounting debts don't matter, we've been told that the anxiety Americans feel about rising health care costs and stagnant wages are an illusion, we've been told that climate change is a hoax, and that tough talk and an ill-conceived war can replace diplomacy, and strategy, and foresight."
1648,conception,0.0008332292936933262,3,"doc5.txt, doc4.txt","This kind of realism has been missing since the very conception of this war, and it is what led me to publicly oppose it in 2002. 
        
        Month after month, and then year after year, I’ve watched with a heavy heart as my deepest suspicions about this war’s conception have been confirmed and exacerbated in its disastrous implementation. 
        
        But I have long believed it has also been a failure of conception ? 
        
        And on a more personal level, because he never fully reconciled the traditions of his village with more modern conceptions of family - because he related to women as his father had, expecting them to obey him no matter what he did - his family life was unstable, and his children never knew him well."
1649,conception confirmed,0.00019709077523272838,1,,
1650,conception war,0.00027155994393475143,1,,
1651,conceptions,0.00017864893957871594,1,doc4.txt,"And on a more personal level, because he never fully reconciled the traditions of his village with more modern conceptions of family - because he related to women as his father had, expecting them to obey him no matter what he did - his family life was unstable, and his children never knew him well."
1652,conceptions family,0.00017864893957871594,1,,
1653,concerns,0.00039100357365397123,1,doc5.txt,It’s time that we listen to their concerns and win back their trust.
1654,concerns win,0.00039100357365397123,1,,
1655,concessions,0.0002581871619195643,1,doc4.txt,"As a result, many African nations have been asked to liberalize their markets without reciprocal concessions from mature economies."
1656,concessions mature,0.0002581871619195643,1,,
1657,concluded,0.0002143877005137431,1,doc5.txt,And a report by our own intelligence agencies has concluded that al Qaeda is successfully using the war in Iraq to recruit a new generation of terrorists for its war on America.
1658,concluded al,0.0002143877005137431,1,,
1659,concord,0.00042584615960818487,1,doc5.txt,This was true for those who went to Lexington and Concord.
1660,concrete,0.000316860937701002,1,doc5.txt,We must instead turn our focus to those concrete objectives that are possible to attain ?
1661,concrete objectives,0.000316860937701002,1,doc5.txt,We must instead turn our focus to those concrete objectives that are possible to attain ?
1662,condition,0.000184070138810739,1,doc5.txt,"to root out both the agents of terrorism and the conditions that helped breed it. 
        
        But we need to also move towards more condition-based aid packages where economic assistance is contingent upon the ability of Iraqis to make measurable progress on reducing sectarian violence and forging a lasting political settlement. 
        
        But to guard against isolationist sentiments in this country, we must change conditions in Iraq and the policy that has characterized our time there ?"
1663,condition based,0.000184070138810739,1,,
1664,conditions,0.0005751958738551308,2,doc5.txt,"to root out both the agents of terrorism and the conditions that helped breed it. 
        
        But to guard against isolationist sentiments in this country, we must change conditions in Iraq and the policy that has characterized our time there ?"
1665,conditions helped,0.0003369855971474845,1,,
1666,conditions iraq,0.00027278656987174296,1,,
1667,conduct,0.00021180890480784374,1,"doc3.txt, doc2.txt","Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances. 
        
        I am grateful to finish this journey with one of the finest statesmen of our time, a man at ease with everyone from world leaders to the conductors on the Amtrak train he still takes home every night."
1668,conduct smart,0.00021180890480784374,1,,
1669,conductors,0.00021030230738579276,1,doc2.txt,"I am grateful to finish this journey with one of the finest statesmen of our time, a man at ease with everyone from world leaders to the conductors on the Amtrak train he still takes home every night."
1670,conductors amtrak,0.00021030230738579276,1,,
1671,conference,0.0006554394475620599,3,"doc5.txt, doc3.txt","And so I firmly believe that we should convene a regional conference with the Iraqis, Saudis, Iranians, Syrians, the Turks, Jordanians, the British and others. 
        
        The goal of this conference should be to get foreign fighters out of Iraq, prevent a further descent into civil war, and push the various Iraqi factions towards a political solution. 
        
        You know, you probably never thought you'd hear this at a Take Back America conference, but Newt Gingrich made a great point a few weeks ago."
1672,conference foreign,0.00022505919499744045,1,,
1673,conference iraqis,0.00023204769120835795,1,,
1674,conference newt,0.00026868782728448087,1,,
1675,confess,0.00025267764286599875,1,doc2.txt,"Let us keep that promise - that American promise - and in the words of Scripture hold firmly, without wavering, to the hope that we confess."
1676,confetti,0.00019628201521767165,1,doc1.txt,"But too many times, after the election is over, and the confetti is swept away, all those promises fade from memory, and the lobbyists and the special interests move in, and people turn away, disappointed as before, left to struggle on their own."
1677,confetti swept,0.00019628201521767165,1,,
1678,confidence,0.0002754140871636577,1,doc3.txt,"That even though we may get involved out of civic obligation every few years, we don't always have confidence that government can make a difference in our lives."
1679,confidence government,0.0002754140871636577,1,,
1680,confirmed,0.00019709077523272838,1,doc5.txt,"Month after month, and then year after year, I’ve watched with a heavy heart as my deepest suspicions about this war’s conception have been confirmed and exacerbated in its disastrous implementation."
1681,confirmed exacerbated,0.00019709077523272838,1,,
1682,conflict,0.0016136843826914243,9,"doc6.txt, doc5.txt, doc4.txt, doc2.txt","But we've all seen how it could take far less time for these weapons to leak out and travel around the world, fueling insurgencies and violent conflicts from Africa to Afghanistan. 
        
        the American people have determined that all these phrases have become meaningless in the face of a conflict that grows more deadly and chaotic with each passing day ? 
        
        a conflict that has only increased the terrorist threat it was supposed to help contain. 
        
        The conflict has left us distracted from containing the world’s growing threats ?"
1683,conflict arose,0.00019081510627899255,1,doc5.txt,"The Chairman of the Joint Chiefs recently said that if a conflict arose in North Korea, we’d have to largely rely on the Navy and Air Force to take care of it, since the Army and Marines are engaged elsewhere."
1684,conflict control,0.00021310837767270625,1,,
1685,conflict grows,0.00023996418993487188,1,,
1686,conflict increased,0.0003226268772129931,1,,
1687,conflict iraq,0.00016088411107419574,1,,
1688,conflict left,0.00032917479032082474,1,,
1689,conflict simply,0.0002954217261912658,1,,
1690,conflict tribal,0.0001916259936571933,1,,
1691,conflicts,0.0006145099158622414,2,"doc6.txt, doc2.txt","But we've all seen how it could take far less time for these weapons to leak out and travel around the world, fueling insurgencies and violent conflicts from Africa to Afghanistan. 
        
        I will rebuild our military to meet future conflicts."
1692,conflicts africa,0.00022833360356631474,1,,
1693,confront,0.000661409970745032,3,"doc6.txt, doc5.txt, doc1.txt","With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come? 
        
        And so going forward, I believe there are strategic lessons to be learned from this as we continue to confront the new threats of this new century. 
        
        Most of all, let's be the generation that never forgets what happened on that September day and confront the terrorists with everything we've got."
1694,confront new,0.00024689693553841424,1,,
1695,confront terrorists,0.00027556773400697553,1,,
1696,confront threat,0.00020994144669016297,1,,
1697,congress,0.0014500444449306856,7,"doc6.txt, doc5.txt, doc4.txt, doc1.txt, doc2.txt","The answers to these questions will require sustained involvement by the Executive Branch, Congress, non-governmental organizations, and the international community. 
        
        In the years ahead, this should become an increasing priority for the Nunn-Lugar program, the Congress, and the Russians, who are already taking important steps to help implement these programs. 
        
        So far, Congress has given the Administration unprecedented flexibility in determining how to spend more than $20 billion dollars in Iraq. 
        
        This must end in the next session of Congress, when we reassert our authority to oversee the management of this war."
1698,congress given,0.00024130806836935063,1,,
1699,congress led,0.00026602308213153237,1,,
1700,congress non,0.00023561544271333618,1,,
1701,congress reassert,0.00029331333061116574,1,,
1702,congress russians,0.0002194624190782035,1,,
1703,congress seen,0.00021832025547374132,1,,
1704,connected,0.0001865764237389106,1,"doc5.txt, doc3.txt","The final lesson is that in an interconnected world, the defeat of international terrorism ? 
        
        That in a global economy that's more connected and more competitive - we are the party that will guarantee every American an affordable, world-class, top-notch, life-long education - from early childhood to high school, from college to on-the-job training."
1705,connected competitive,0.0001865764237389106,1,,
1706,connections,0.00044005224671240346,2,"doc4.txt, doc1.txt","When people are judged by merit, not connections, then the best and brightest can lead the country, people will work hard, and the entire economy will grow - everyone will benefit and more resources will be available for all, not just select groups. 
        
        I was a young man then, just a year out of college; I knew no one in Chicago, was without money or family connections."
1707,connections best,0.00018670294262655235,1,,
1708,consensus,0.0006043902261961328,3,"doc5.txt, doc1.txt","Now, I am hopeful that the Iraq Study Group emerges next month with a series of proposals around which we can begin to build a bipartisan consensus. 
        
        I am committed to working with this White House and any of my colleagues in the months to come to craft such a consensus. 
        
        What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems."
1709,consensus tackle,0.0001548062612552383,1,,
1710,consequences,0.000725142794843191,4,"doc6.txt, doc5.txt","For a scientist or other employee to simply walk out of the lab with enough material to construct a weapon of mass destruction is far too easy, and the consequences would be far too devastating. 
        
        I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences. 
        
        It is not enough for him to simply lay out benchmarks for progress with no consequences attached for failing to meet them. 
        
        The President’s decision to go to war in Iraq has had disastrous consequences for Afghanistan -- we have seen a fierce Taliban offensive, a spike in terrorist attacks, and a narcotrafficking problem spiral out of control."
1711,consequences afghanistan,0.00019660757684641326,1,,
1712,consequences attached,0.00029493570649951923,1,doc5.txt,It is not enough for him to simply lay out benchmarks for progress with no consequences attached for failing to meet them.
1713,consequences far,0.00020591112621419505,1,,
1714,consistent,0.00027506063508412633,1,doc6.txt,"But thinking of the Russians more as partners does mean being more thoughtful, respectful, and consistent about what we say and what we do."
1715,consistent say,0.00027506063508412633,1,,
1716,consolidate,0.00029564310684032657,2,"doc6.txt, doc5.txt","Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures. 
        
        This force could help prevent the conflict in Iraq from becoming a wider war, consolidate gains in Northern Iraq, reassure allies in the Gulf, allow our troops to strike directly at al Qaeda wherever it may exist, and demonstrate to international terrorist organizations that they have not driven us from the region."
1717,consolidate gains,0.00016088411107419574,1,doc5.txt,"This force could help prevent the conflict in Iraq from becoming a wider war, consolidate gains in Northern Iraq, reassure allies in the Gulf, allow our troops to strike directly at al Qaeda wherever it may exist, and demonstrate to international terrorist organizations that they have not driven us from the region."
1718,consolidate secure,0.00015253075526354003,1,,
1719,consolidating,0.00034858266592396945,1,doc5.txt,"Instead of consolidating the gains made by the Karzai government, we are backsliding towards chaos."
1720,consolidating gains,0.00034858266592396945,1,,
1721,constitutes,0.0003656672549025808,1,doc2.txt,"You see, we Democrats have a very different measure of what constitutes progress in this country."
1722,constitutes progress,0.0003656672549025808,1,doc2.txt,"You see, we Democrats have a very different measure of what constitutes progress in this country."
1723,constitutional,0.0001864453714174087,1,doc1.txt,"I became a civil rights lawyer, and taught constitutional law, and after a time, I came to understand that our cherished rights of liberty and equality depend on the active participation of an awakened electorate."
1724,constitutional law,0.0001864453714174087,1,doc1.txt,"I became a civil rights lawyer, and taught constitutional law, and after a time, I came to understand that our cherished rights of liberty and equality depend on the active participation of an awakened electorate."
1725,construct,0.0003548038644794999,2,"doc6.txt, doc5.txt","For a scientist or other employee to simply walk out of the lab with enough material to construct a weapon of mass destruction is far too easy, and the consequences would be far too devastating. 
        
        In a way that balances the needs of science and security, more needs to be done to bring these materials - as well as other sources that can be used to construct improvised nuclear weapons and radiological devices -- under control and dramatically reduce the proliferation threat they pose. 
        
        We need to continue to provide some basic reconstruction funding that will be used to put Iraqis to work and help our troops stabilize key areas."
1726,construct improvised,0.00017022078144436184,1,doc6.txt,"In a way that balances the needs of science and security, more needs to be done to bring these materials - as well as other sources that can be used to construct improvised nuclear weapons and radiological devices -- under control and dramatically reduce the proliferation threat they pose."
1727,construct weapon,0.00020591112621419505,1,,
1728,consultation,0.00047786029442588177,1,doc5.txt,"When possible, this should be done in consultation with the Iraqi government ?"
1729,consultation iraqi,0.00047786029442588177,1,,
1730,consulting,0.0002332401620012139,1,doc3.txt,"And after consulting with these higher powers, I threw my hat in the ring and I did what every person on a campaign does - I talked to anyone who'd listen."
1731,consulting higher,0.0002332401620012139,1,,
1732,contain,0.0003226268772129931,1,"doc6.txt, doc5.txt","First, the Nunn-Lugar program should be more engaged in containing proliferation threats from Soviet-supplied, civilian research reactors throughout Russia and the Independent States. 
        
        a conflict that has only increased the terrorist threat it was supposed to help contain. 
        
        The conflict has left us distracted from containing the world’s growing threats ?"
1733,containing,0.0005156459975000913,2,"doc6.txt, doc5.txt","First, the Nunn-Lugar program should be more engaged in containing proliferation threats from Soviet-supplied, civilian research reactors throughout Russia and the Independent States. 
        
        The conflict has left us distracted from containing the world’s growing threats ?"
1734,containing proliferation,0.00021746782587710284,1,doc6.txt,"First, the Nunn-Lugar program should be more engaged in containing proliferation threats from Soviet-supplied, civilian research reactors throughout Russia and the Independent States."
1735,containing world,0.00032917479032082474,1,,
1736,continent,0.0011228778359061737,5,doc4.txt,"In many ways, then, my family's life reflects some of the contradictions of Kenya, and indeed, the African continent as a whole. 
        
        But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict. 
        
        And we know how much this land is blessed - just as the entire African continent is blessed - with great gifts and riches. 
        
        A foreign policy that gives hope and opportunity to the people of this great continent."
1737,continent blessed,0.00024659133851095077,1,,
1738,continent fulfilled,0.0001387597555140617,1,,
1739,continent kenya,0.0002826903759155604,1,,
1740,contingent,0.000184070138810739,1,doc5.txt,But we need to also move towards more condition-based aid packages where economic assistance is contingent upon the ability of Iraqis to make measurable progress on reducing sectarian violence and forging a lasting political settlement.
1741,contingent ability,0.000184070138810739,1,,
1742,continue,0.0008627133348409334,5,"doc5.txt, doc4.txt, doc1.txt","for such continued support. 
        
        We can teach the soldiers to fight and police to patrol, but if the Iraqi government will not properly feed, adequately pay, or provide them with the equipment they need, they will continue to desert in large numbers, or maintain fealty only to their religious group rather than the national government. 
        
        The third part of our strategy should be to link continued economic aid in Iraq with the existence of tangible progress toward a political settlement. 
        
        We need to continue to provide some basic reconstruction funding that will be used to put Iraqis to work and help our troops stabilize key areas."
1743,continue confront,0.00024689693553841424,1,,
1744,continue desert,0.00016864123132877309,1,,
1745,continue provide,0.00022981312731863298,1,,
1746,continue today,0.00023520984664019562,1,doc5.txt,"In the past, it has been movements for freedom from within tyrannical regimes that have led to flourishing democracies; movements that continue today."
1747,continue trapped,0.0001387597555140617,1,,
1748,continued,0.0011450978261774564,4,"doc5.txt, doc4.txt, doc1.txt","for such continued support. 
        
        The third part of our strategy should be to link continued economic aid in Iraq with the existence of tangible progress toward a political settlement. 
        
        The Kenyan people are crying out for real change, and whether one voted orange or banana in last year's referendum, the message that many Kenyans seemed to be sending was one of dissatisfaction with the pace of reform, and real frustration with continued tolerance of corruption at high levels. 
        
        It is because men and women of every race, from every walk of life, continued to march for freedom long after Lincoln was laid to rest, that today we have the chance to face the challenges of this millennium together, as one people - as Americans."
1749,continued economic,0.00025509900548477746,1,doc5.txt,The third part of our strategy should be to link continued economic aid in Iraq with the existence of tangible progress toward a political settlement.
1750,continued march,0.00019847662518527668,1,,
1751,continued support,0.0006912498182982744,1,doc5.txt,for such continued support.
1752,continued tolerance,0.00016857362986708122,1,doc4.txt,"The Kenyan people are crying out for real change, and whether one voted orange or banana in last year's referendum, the message that many Kenyans seemed to be sending was one of dissatisfaction with the pace of reform, and real frustration with continued tolerance of corruption at high levels."
1753,contracts,0.00025217995492856244,1,doc5.txt,This means no more bloated no-bid contracts that cost the taxpayers millions in overhead and administrative expenses.
1754,contracts cost,0.00025217995492856244,1,,
1755,contradictions,0.0003076899473957134,1,doc4.txt,"In many ways, then, my family's life reflects some of the contradictions of Kenya, and indeed, the African continent as a whole."
1756,contradictions kenya,0.0003076899473957134,1,,
1757,contribution,0.00019569798414668666,1,doc4.txt,"By focusing on building strong, independent institutions - like an anti-corruption commission with real authority - rather than cults of personality, they make a contribution to their country that will last longer than their own lives."
1758,contribution country,0.00019569798414668666,1,,
1759,control,0.0010410249625542266,6,"doc6.txt, doc5.txt, doc1.txt","In a way that balances the needs of science and security, more needs to be done to bring these materials - as well as other sources that can be used to construct improvised nuclear weapons and radiological devices -- under control and dramatically reduce the proliferation threat they pose. 
        
        A year that is ending with an attempt by the bipartisan Iraq Study Group to determine what can be done about a country that is quickly spiraling out of control. 
        
        To reach such a solution, we must communicate clearly and effectively to the factions in Iraq that the days of asking, urging, and waiting for them to take control of their own country are coming to an end. 
        
        to pressure the Iraqi leadership to finally come to a political agreement between the warring factions that can create some sense of stability in the country and bring this conflict under control."
1760,control costs,0.00022605747631734472,1,doc1.txt,"We can control costs by focusing on prevention, by providing better treatment to the chronically ill, and using technology to cut the bureaucracy."
1761,control country,0.00021579272391599838,1,,
1762,control dramatically,0.00017022078144436184,1,,
1763,convene,0.00023204769120835795,1,doc5.txt,"And so I firmly believe that we should convene a regional conference with the Iraqis, Saudis, Iranians, Syrians, the Turks, Jordanians, the British and others."
1764,convene regional,0.00023204769120835795,1,,
1765,convenient,0.0001440339979990923,1,doc4.txt,"As well as numerous Kenyan men and women who have refused to pay bribes to get civil servants to perform their duties; the auditors and inspectors general who have done the job before them accurately and fairly, regardless of where the facts have led; the journalists who asked questions and pushed for answers when it may have been more lucrative to look the other way, or whip up a convenient fiction."
1766,convenient fiction,0.0001440339979990923,1,doc4.txt,"As well as numerous Kenyan men and women who have refused to pay bribes to get civil servants to perform their duties; the auditors and inspectors general who have done the job before them accurately and fairly, regardless of where the facts have led; the journalists who asked questions and pushed for answers when it may have been more lucrative to look the other way, or whip up a convenient fiction."
1767,conventional,0.0004890322502185131,2,doc6.txt,"On our trip, we saw two areas where this is possible: elimination of heavy conventional weapons, and interdiction efforts to help stop the flow of dangerous materials across borders. 
        
        In Donetsk, I stood among piles of conventional weapons that were slowly being dismantled."
1768,conventional weapons,0.0004890322502185131,2,doc6.txt,"On our trip, we saw two areas where this is possible: elimination of heavy conventional weapons, and interdiction efforts to help stop the flow of dangerous materials across borders. 
        
        In Donetsk, I stood among piles of conventional weapons that were slowly being dismantled."
1769,converge,0.00021102439164347867,1,doc1.txt,"It was here, in Springfield, where I saw all that is America converge - farmers and teachers, businessmen and laborers, all of them with a story to tell, all of them seeking a seat at the table, all of them clamoring to be heard."
1770,converge farmers,0.00021102439164347867,1,,
1771,conversation,0.00020955194324675003,1,doc5.txt,"It may be politically advantageous for the President to simply define victory as staying and defeat as leaving, but it prevents a serious conversation about the realistic objectives we can still achieve in Iraq."
1772,conversation realistic,0.00020955194324675003,1,,
1773,converting,0.00020075439174991878,1,doc6.txt,"The Department of Energy and others have certainly made progress in converting civilian reactors to low-enriched uranium, taking back spent fuel, and closing unnecessary facilities."
1774,converting civilian,0.00020075439174991878,1,doc6.txt,"The Department of Energy and others have certainly made progress in converting civilian reactors to low-enriched uranium, taking back spent fuel, and closing unnecessary facilities."
1775,convey,0.00019157790816545992,1,doc3.txt,It's a time where you can go to any town hall or street corner or coffee shop and hear people express the same anxiety about the future; hear them convey the same uncertainty about the direction we're headed as a country.
1776,convey uncertainty,0.00019157790816545992,1,,
1777,conviction,0.0005298257494748059,1,doc1.txt,He tells us that there is power in conviction.
1778,convince,0.00018431192688460053,1,doc5.txt,"Of course, in order to convince the various factions to embark on the admittedly difficult task of disarming their militias, the Iraqi government must also make headway on reforming the institutions that support the military and the police."
1779,convince various,0.00018431192688460053,1,,
1780,cook,0.00025343781025289393,1,doc4.txt,"I learned that my grandfather had been a cook for the British and, although he was a respected elder in his village, he was called ""boy"" by his employers for most of his life."
1781,cook british,0.00025343781025289393,1,,
1782,cooperation,0.0006206983637408664,3,"doc5.txt, doc4.txt","Moreover, without a coherent strategy or better cooperation from the Iraqis, we would only be putting more of our soldiers in the crossfire of a civil war. 
        
        and most importantly, the prevention of these terrorist organizations from obtaining weapons of mass destruction -- will require the cooperation of many nations. 
        
        You enjoy a robust civil society; a press that's free, fair, and honest; and a strong partnership with my own country that has resulted in critical cooperation on terrorist issues, real strides in fighting disease and poverty, and an important alliance on fostering regional stability."
1783,cooperation iraqis,0.0002696455202075817,1,,
1784,cooperation nations,0.0002581328368305349,1,,
1785,cooperation terrorist,0.00015954614372369033,1,,
1786,cooperative,0.0011100407201706456,6,doc6.txt,"Now, few people understand these challenges better than the co-founder of the Cooperative Threat Reduction Program, Dick Lugar, and this is something that became particularly clear to me during one incident on the trip. 
        
        Of course, Dick has been there and he has done that, and thanks to the Cooperative Threat Reduction Programs he co-founded with Senator Sam Nunn, we've made amazing progress in finding, securing, and guarding some of the deadliest weapons that were left scattered throughout the former Soviet Union after the Cold War. 
        
        Fortunately, the success of Cooperative Threat Reduction - especially in securing nuclear weapons - serves as a model of how we can do this. 
        
        And the Kiev story is heading in the right direction - while we were in Ukraine, Dick, through his tireless and personal intervention, was able to achieve a breakthrough with that government, bringing that facility and others under the Cooperative Threat Reduction program."
1787,cooperative threat,0.0011100407201706456,6,doc6.txt,"Now, few people understand these challenges better than the co-founder of the Cooperative Threat Reduction Program, Dick Lugar, and this is something that became particularly clear to me during one incident on the trip. 
        
        Of course, Dick has been there and he has done that, and thanks to the Cooperative Threat Reduction Programs he co-founded with Senator Sam Nunn, we've made amazing progress in finding, securing, and guarding some of the deadliest weapons that were left scattered throughout the former Soviet Union after the Cold War. 
        
        Fortunately, the success of Cooperative Threat Reduction - especially in securing nuclear weapons - serves as a model of how we can do this. 
        
        And the Kiev story is heading in the right direction - while we were in Ukraine, Dick, through his tireless and personal intervention, was able to achieve a breakthrough with that government, bringing that facility and others under the Cooperative Threat Reduction program."
1788,corner,0.0008072160620021322,4,"doc5.txt, doc3.txt, doc2.txt","We have been told that progress is just around the corner, and that when the Iraqis stand up, we will be able to stand down. 
        
        It's a time where you can go to any town hall or street corner or coffee shop and hear people express the same anxiety about the future; hear them convey the same uncertainty about the direction we're headed as a country. 
        
        I went to bake sales and barber shops and if there were two guys standing on the corner I'd pull up and hand them literature. 
        
        And it is that promise that forty five years ago today, brought Americans from every corner of this land to stand together on a Mall in Washington, before Lincoln's Memorial, and hear a young preacher from Georgia speak of his dream."
1789,corner coffee,0.00019157790816545992,1,,
1790,corner iraqis,0.00030113250969858224,1,,
1791,corner land,0.00019346090050954042,1,,
1792,corner pull,0.00023968567656446234,1,,
1793,corporate,0.00020297919617200547,1,doc2.txt,"Now, many of these plans will cost money, which is why I've laid out how I'll pay for every dime - by closing corporate loopholes and tax havens that don't help America grow."
1794,corporate loopholes,0.00020297919617200547,1,doc2.txt,"Now, many of these plans will cost money, which is why I've laid out how I'll pay for every dime - by closing corporate loopholes and tax havens that don't help America grow."
1795,corporations,0.0003876245798075228,2,doc2.txt,"How else could he propose hundreds of billions in tax breaks for big corporations and oil companies but not one penny of tax relief to more than one hundred million Americans? 
        
        Unlike John McCain, I will stop giving tax breaks to corporations that ship jobs overseas, and I will start giving them to companies that create good jobs right here in America."
1796,corporations oil,0.00021672870411076564,1,,
1797,corporations ship,0.00019419684449405817,1,,
1798,correctly,0.0002915753973642251,1,doc6.txt,I also saw their ability to ensure that shortcomings were addressed and programs were implemented correctly.
1799,corrupt,0.00037795950881641704,2,"doc4.txt, doc3.txt","One that serves its people and is free from corruption. 
        
        It is being threatened by corruption. 
        
        Corruption is not a new problem. 
        
        My own city of Chicago has been the home of some of the most corrupt local politics in American history, from patronage machines to questionable elections."
1800,corrupt bureaucrat,0.00015761112218257964,1,doc4.txt,"And the way to create good jobs is when the rules of a society are transparent - when there's a clear and advertised set of laws and regulations regarding how to start a business, what it takes to own property, how to go about getting a loan - there is less of a chance that some corrupt bureaucrat will make up his own rules that suit only his interests."
1801,corrupt local,0.0002430683666875989,1,doc4.txt,"My own city of Chicago has been the home of some of the most corrupt local politics in American history, from patronage machines to questionable elections."
1802,corruption,0.004011365101464271,21,"doc4.txt, doc3.txt","One that serves its people and is free from corruption. 
        
        It is being threatened by corruption. 
        
        Corruption is not a new problem. 
        
        But while corruption is a problem we all share, here in Kenya it is a crisis - a crisis that's robbing an honest people of the opportunities they have fought for - the opportunity they deserve."
1803,corruption ability,0.00026170462046711554,1,,
1804,corruption commission,0.00019569798414668666,1,doc4.txt,"By focusing on building strong, independent institutions - like an anti-corruption commission with real authority - rather than cults of personality, they make a contribution to their country that will last longer than their own lives."
1805,corruption erodes,0.0002091665178905949,1,,
1806,corruption government,0.0002108623540413372,1,,
1807,corruption great,0.0004092565236919984,1,,
1808,corruption high,0.00016857362986708122,1,,
1809,corruption increasingly,0.00034972146068846957,1,,
1810,corruption kenya,0.00021529821409549488,1,,
1811,corruption kenyan,0.00019129267498584282,1,,
1812,corruption new,0.0005724422414166922,1,,
1813,corruption opens,0.00021841352752300337,1,doc4.txt,"Endemic corruption opens the door to this kind of movement, and in its wake comes a new set of distortions and betrayals of public trust."
1814,corruption problem,0.00022917720409636107,1,,
1815,corruption protect,0.0001410588658680884,1,,
1816,corruption provide,0.0002758928731155407,1,,
1817,corruption stifles,0.00020290406530833487,1,doc4.txt,"It is painfully obvious that corruption stifles development - it siphons off scarce resources that could improve infrastructure, bolster education systems, and strengthen public health."
1818,corruption ve,0.00018267942365599192,1,,
1819,corruption way,0.00034366796849684417,1,,
1820,corruption weakened,0.00024891661157763105,1,,
